epoch,train_loss,train_acc,val_loss,val_acc
1,4.723891198257228,0.0627293960627294,3.113327829106166,0.24490852606144287
2,2.8469775839968845,0.3033033033033033,2.054112025693157,0.45719710044874007
3,2.1505800392136876,0.4512846179512846,1.6734277735836225,0.5308940283051432
4,1.8255716825191841,0.5253586920253587,1.5362375611307542,0.5723161891612012
5,1.6639322688033034,0.5674007340674008,1.4182013823552084,0.6083879875733518
6,1.5021535300953928,0.605271938605272,1.34304891450573,0.627890921643079
7,1.5092023683859184,0.5954287620954287,1.3293143243409633,0.6303072143596824
8,1.375730535528204,0.6361361361361362,1.37565033965412,0.6204694511563686
9,1.3083661624022551,0.6486486486486487,1.3098599618263183,0.6323783224024854
10,1.2837100466927729,0.6581581581581581,1.2932708117317486,0.6461857093545047
11,1.295606274027247,0.6569903236569903,1.4485564232695542,0.6196064894718675
12,1.2615286648810446,0.6686686686686687,1.4514755263261068,0.6108042802899551
13,1.1946559377936947,0.6871871871871872,1.496715899352415,0.6154642733862616
14,1.1706343595389728,0.6948615281948616,1.3990422117327426,0.6422160856057991
15,1.1153919896484417,0.7065398732065399,1.363910350965289,0.6494649637556092
16,1.1392640553198539,0.6971971971971972,1.4195795669035538,0.6415257162581981
17,1.1444399142050528,0.7033700367033701,1.5091518799847967,0.6215050051777701
18,1.114422819158575,0.7118785452118785,1.3452506537144457,0.6486020020711081
19,1.107689456697858,0.7077077077077077,1.420811552285613,0.6401449775629962
20,1.020318623499191,0.7240573907240574,1.3328621474135758,0.6634449430445288
