epoch,train_loss,train_acc,val_loss,val_acc
1,3.832346586772192,0.17600934267600934,1.8704303798899389,0.4739385571280635
2,1.9670661533917035,0.48081414748081414,1.4258191939064004,0.5818087676907145
3,1.5501705400538834,0.5894227560894227,1.2570950331505224,0.6448049706593028
4,1.3554449568679423,0.6438104771438105,1.263501883787577,0.649292371418709
5,1.246734355464155,0.6751751751751752,1.2252942798037145,0.6639627200552295
6,1.142342482760305,0.6896896896896897,1.103967336235998,0.7000345184673801
7,1.076378448191666,0.7175508842175509,1.1507470971568108,0.6962374870555748
8,1.0502593836706402,0.720387053720387,1.1813733508700455,0.6838108387987574
9,1.0348337022391882,0.7222222222222222,1.2855931090448156,0.6624093890231274
10,0.9972390312730053,0.7362362362362362,1.2140475487941538,0.684328615809458
11,1.0006821645193191,0.7372372372372372,1.1512340053743666,0.7021056265101829
12,0.9679985194354205,0.7405739072405739,1.113370452861528,0.7100448740075941
13,0.921467751632502,0.7579245912579246,1.1524872983483392,0.7133241284086986
14,0.9092387132816486,0.7615949282615949,1.2047822241890833,0.6941663790127718
15,0.9493366340656936,0.7430764097430764,1.2501614138480064,0.6879530548843631
16,0.8915535181730956,0.7629295962629296,1.2171539672961267,0.6912323092854677
17,0.8822463578210499,0.7681014347681014,1.2390743727388467,0.690714532274767
18,0.8830712916734101,0.7717717717717718,1.2534437382271149,0.6988263721090784
19,0.8663666012846394,0.7762762762762763,1.3605976778343543,0.680013807386952
20,0.831084675597158,0.7797797797797797,1.2002291529129807,0.6958923023817742
