epoch,train_loss,train_acc,val_loss,val_acc
1,4.12171336639552,0.15248581915248582,2.373767824061048,0.36900241629271663
2,2.133417140415282,0.4501167834501168,1.4384027191938966,0.5940628236106317
3,1.6343293099710454,0.575075075075075,1.2633816876008588,0.6384190541939938
4,1.3884860614279249,0.6341341341341341,1.3560209783034585,0.6254746289264757
5,1.2621461808542271,0.6671671671671672,1.1258400783125533,0.6872626855367622
6,1.1855702213259351,0.6921921921921922,1.1514247347287156,0.679323438039351
7,1.1381655820497163,0.7017017017017017,1.064149936564038,0.7086641353123921
8,1.1180976294739309,0.7027027027027027,1.0915985773627743,0.7088367276492924
9,1.0379744582586699,0.7267267267267268,1.1138828215903362,0.6989989644459786
10,1.0185731360225785,0.7250583917250584,1.1719299706832618,0.6936486020020711
11,1.0486396944717762,0.7215548882215549,1.0887080105211269,0.7141870900931999
12,0.9563243144505972,0.7439105772439106,1.1639066040020822,0.6976182257507767
13,0.9554937813017104,0.7485819152485819,1.121669320976688,0.7098722816706938
14,0.942606144083473,0.7489155822489156,1.2197971297495522,0.6845012081463583
15,0.9658378304383498,0.749582916249583,1.0691238126370632,0.7245426303072143
16,0.9283218665006839,0.7592592592592593,1.2960517763908892,0.6832930617880566
17,0.8832179035470611,0.7642642642642643,1.133743626039191,0.7093545046599931
18,0.9070807271971081,0.7644310977644311,1.2486857233277706,0.6786330686917501
19,0.8777406653802634,0.7751084417751084,1.273874289261336,0.6772523299965482
20,0.8772210498074113,0.7665999332665999,1.213229960862587,0.7083189506385916
